,Unnamed: 0,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
26,1349,2013-10-26 20:10:00.00000064,13.0,2013-10-26 20:10:00 UTC,-73.981515,40.732887,-74.008472,40.719172,1
27,1399,2011-10-06 07:06:09.0000001,5.3,2011-10-06 07:06:09 UTC,-73.98378199999999,40.74725,-73.981156,40.760307,1
28,1449,2015-04-11 11:18:34.0000002,9.5,2015-04-11 11:18:34 UTC,-73.9641876220703,40.807929992675774,-73.97252655029298,40.78111267089844,1
29,1499,2011-10-08 10:38:10.0000002,14.9,2011-10-08 10:38:10 UTC,-74.008679,40.711449,-73.99090600000001,40.742073,1
30,1549,2011-04-10 13:33:12.0000007,6.1,2011-04-10 13:33:12 UTC,-73.985399,40.748017,-73.977761,40.759397,3
31,1599,2011-08-15 12:03:00.00000042,4.9,2011-08-15 12:03:00 UTC,-73.977287,40.746888,-73.97621,40.757493,1
32,1649,2014-03-15 12:44:00.00000016,11.0,2014-03-15 12:44:00 UTC,-73.969215,40.763592,-73.99287,40.753972,1
33,1699,2015-02-13 08:21:13.0000005,10.5,2015-02-13 08:21:13 UTC,-73.98177337646483,40.76089859008789,-73.9742431640625,40.79141616821289,6
34,1749,2014-12-08 16:33:00.00000019,15.0,2014-12-08 16:33:00 UTC,-73.9774,40.75483,-73.94559,40.7744,5
35,1799,2010-01-21 10:54:00.000000155,9.7,2010-01-21 10:54:00 UTC,-73.953337,40.790967,-73.957735,40.76557,1
36,1849,2012-10-17 05:34:00.00000034,6.0,2012-10-17 05:34:00 UTC,-73.96635699999999,40.764722,-73.95438,40.778327,2
37,1899,2009-01-18 04:26:26.0000002,5.8,2009-01-18 04:26:26 UTC,-73.96861700000001,40.755658,-73.984794,40.758773,3
38,1949,2011-10-02 13:22:00.00000049,3.3,2011-10-02 13:22:00 UTC,-73.985877,40.743288,-73.98140699999999,40.749167,1
39,1999,2010-11-09 16:09:00.00000015,5.7,2010-11-09 16:09:00 UTC,-73.975663,40.791653,-73.98226700000001,40.774968,1
40,2049,2010-02-08 11:32:07.0000001,7.3,2010-02-08 11:32:07 UTC,-73.98071800000001,40.774533,-73.973309,40.756147,1
41,2099,2009-04-11 16:16:30.0000002,19.7,2009-04-11 16:16:30 UTC,-73.970724,40.685677,-73.970799,40.683944,1
42,2149,2009-08-03 21:48:34.0000006,4.5,2009-08-03 21:48:34 UTC,-73.989072,40.747935,-73.982924,40.755874,1
43,2199,2011-06-22 02:07:00.0000002,4.9,2011-06-22 02:07:00 UTC,-73.98439,40.764835,-73.98647700000001,40.752347,1
44,2249,2009-04-25 17:13:00.00000049,5.7,2009-04-25 17:13:00 UTC,-73.97327299999999,40.785207,-73.985015,40.7721,1
45,2299,2011-04-02 12:26:02.0000002,10.5,2011-04-02 12:26:02 UTC,-73.963335,40.799392,-73.976228,40.760505,3
46,2349,2010-11-20 06:40:52.0000001,20.5,2010-11-20 06:40:52 UTC,-73.980438,40.744181,-73.870931,40.774057,1
47,2399,2014-05-25 03:52:26.0000003,17.5,2014-05-25 03:52:26 UTC,-74.000089,40.728512,-73.961201,40.671733,1
48,2449,2012-05-24 02:16:00.00000020,28.5,2012-05-24 02:16:00 UTC,-73.949465,40.801895,-73.944362,40.691438,1
49,2499,2013-09-22 21:27:47.0000001,11.0,2013-09-22 21:27:47 UTC,-73.985324,40.744291,-73.99336600000001,40.719451,1
50,2549,2011-04-16 10:13:00.000000135,8.1,2011-04-16 10:13:00 UTC,-73.98539,40.74723,-74.005418,40.727402000000005,1
51,2599,2015-03-11 20:59:32.0000009,11.0,2015-03-11 20:59:32 UTC,-73.98204803466798,40.76895904541016,-73.95281982421875,40.78908157348633,5
52,2649,2013-07-04 19:33:00.00000093,11.0,2013-07-04 19:33:00 UTC,-73.987245,40.73912,-73.998492,40.74051,1
53,2699,2012-03-22 09:22:00.000000130,5.7,2012-03-22 09:22:00 UTC,-74.004467,40.734025,-73.99048,40.737835,1
54,2749,2012-06-16 14:17:00.000000162,29.3,2012-06-16 14:17:00 UTC,-73.78692,40.645157,-73.823685,40.787202,1
55,2799,2011-11-30 08:55:00.00000030,6.9,2011-11-30 08:55:00 UTC,-73.98745500000001,40.721765000000005,-74.00148,40.726282,3
56,2849,2014-09-26 11:55:16.0000003,7.0,2014-09-26 11:55:16 UTC,-73.976394,40.744219,-73.991315,40.723863,1
57,2899,2014-02-17 16:43:35.0000002,7.0,2014-02-17 16:43:35 UTC,-73.97690899999999,40.787713,-73.953676,40.776958,1
58,2949,2010-03-01 08:52:17.0000005,4.9,2010-03-01 08:52:17 UTC,-73.96225799999999,40.760177,-73.95718000000001,40.772657,1
59,2999,2014-12-23 14:28:17.0000003,16.0,2014-12-23 14:28:17 UTC,-73.98926,40.742155,-73.982975,40.765731,1
60,3049,2012-07-18 06:39:49.0000002,4.1,2012-07-18 06:39:49 UTC,-73.961687,40.768513,-73.95390400000001,40.778911,1
61,3099,2013-07-20 21:40:14.0000001,6.5,2013-07-20 21:40:14 UTC,-73.964007,40.761417,-73.97545799999999,40.745302,1
62,3149,2014-01-25 13:51:00.00000018,8.5,2014-01-25 13:51:00 UTC,-73.99361999999999,40.746337,-74.002255,40.738627,6
63,3199,2012-04-14 03:18:39.0000002,6.9,2012-04-14 03:18:39 UTC,-73.97033499999999,40.752452000000005,-73.99417700000001,40.746226,1
64,3249,2014-02-10 13:12:00.000000126,8.0,2014-02-10 13:12:00 UTC,-73.959867,40.773327,-73.989677,40.741662,5
65,3299,2009-11-13 13:53:13.0000003,8.5,2009-11-13 13:53:13 UTC,-73.994475,40.750589,-73.981736,40.761638,1
66,3349,2011-11-13 20:42:21.0000003,6.1,2011-11-13 20:42:21 UTC,-73.94684699999999,40.771806,-73.956102,40.78466,2
67,3399,2011-02-12 19:40:47.0000009,9.3,2011-02-12 19:40:47 UTC,-73.99850500000001,40.733842,-73.98875699999999,40.758369,1
68,3449,2013-12-27 11:12:55.0000002,11.5,2013-12-27 11:12:55 UTC,-73.977471,40.789555,-73.97155,40.763805,2
69,3499,2012-08-27 14:31:40.0000003,7.3,2012-08-27 14:31:40 UTC,-73.99139100000001,40.755926,-73.974241,40.778656,1
70,3549,2011-09-14 16:06:51.0000003,9.7,2011-09-14 16:06:51 UTC,-73.9943,40.7321,-73.991,40.7559,1
71,3599,2009-02-07 12:15:00.00000080,14.1,2009-02-07 12:15:00 UTC,-73.99946700000001,40.76126,-74.011848,40.702832,1
72,3649,2014-06-08 19:33:11.0000002,31.83,2014-06-08 19:33:11 UTC,-73.872688,40.774064,-73.95928,40.770703000000005,2
73,3699,2015-01-16 08:34:40.0000002,8.0,2015-01-16 08:34:40 UTC,-73.98710632324219,40.77613830566406,-73.9749984741211,40.764835357666016,1
74,3749,2013-07-23 16:54:00.000000146,9.0,2013-07-23 16:54:00 UTC,-73.970647,40.783667,-73.981052,40.764672,1
75,3799,2014-06-23 13:11:00.000000108,19.0,2014-06-23 13:11:00 UTC,-73.952337,40.782277,-73.99077700000001,40.755237,2
76,3849,2014-11-27 19:51:00.00000074,7.0,2014-11-27 19:51:00 UTC,-73.991578,40.749732,-73.990995,40.734935,3
77,3899,2014-03-06 10:26:00.0000007,10.5,2014-03-06 10:26:00 UTC,-73.999527,40.73876,-73.990605,40.755842,1
78,3949,2010-06-28 08:27:45.0000001,16.1,2010-06-28 08:27:45 UTC,-73.982017,40.763742,-74.013841,40.714742,1
79,3999,2015-01-06 10:21:48.0000001,42.83,2015-01-06 10:21:48 UTC,-74.00165557861328,40.73049545288085,-73.8655776977539,40.770957946777344,4
80,4049,2012-08-06 02:35:00.00000041,225.0,2012-08-06 02:35:00 UTC,-73.541712,41.047218,-73.541712,41.047218,1
81,4099,2014-03-21 10:52:00.000000122,13.5,2014-03-21 10:52:00 UTC,-74.0144,40.70967,-73.997422,40.694262,1
82,4149,2011-02-21 23:04:33.0000004,40.9,2011-02-21 23:04:33 UTC,-73.99271800000001,40.759293,-73.954274,40.581644,1
83,4199,2009-05-28 19:35:36.0000003,5.7,2009-05-28 19:35:36 UTC,-73.954321,40.774218,-73.965455,40.774398,1
84,4249,2012-07-02 00:05:00.00000097,39.7,2012-07-02 00:05:00 UTC,-73.862643,40.769073,-74.01476,40.708643,1
85,4299,2011-03-18 12:30:21.0000001,3.3,2011-03-18 12:30:21 UTC,-73.989254,40.773237,-73.985206,40.778889,1
86,4349,2013-08-19 17:20:00.0000001,8.0,2013-08-19 17:20:00 UTC,-73.990187,40.719467,-73.98541,40.739712,1
87,4399,2010-06-22 22:24:00.000000174,36.9,2010-06-22 22:24:00 UTC,-73.789668,40.64824,-73.94580699999999,40.714357,5
88,4449,2010-07-19 17:11:00.000000181,5.7,2010-07-19 17:11:00 UTC,-73.965795,40.761915,-73.952443,40.773082,1
89,4499,2012-10-13 21:16:03.0000005,7.0,2012-10-13 21:16:03 UTC,-73.968825,40.761174,-73.981575,40.749427,1
90,4549,2010-03-12 19:24:16.0000006,8.9,2010-03-12 19:24:16 UTC,-73.96859599999999,40.764827,-73.979057,40.787129,1
91,4599,2010-04-11 23:07:31.0000001,11.3,2010-04-11 23:07:31 UTC,-73.920807,40.743611,-73.975124,40.74595,1
92,4649,2012-09-21 06:49:00.00000012,11.5,2012-09-21 06:49:00 UTC,-73.93895699999999,40.805122,-73.96413000000001,40.770717,2
93,4699,2012-03-28 03:59:49.0000001,6.9,2012-03-28 03:59:49 UTC,-74.00622800000001,40.740418,-73.99019399999999,40.749864,1
94,4749,2011-09-13 20:30:50.0000002,5.3,2011-09-13 20:30:50 UTC,-73.98989399999999,40.734099,-73.982437,40.739166,1
95,4799,2012-05-23 21:18:00.000000130,3.7,2012-05-23 21:18:00 UTC,-73.96315,40.769002,-73.965502,40.763435,1
96,4849,2014-08-19 20:03:00.00000060,5.0,2014-08-19 20:03:00 UTC,-73.95449,40.764187,-73.964752,40.767292,1
97,4899,2011-12-24 09:27:34.0000003,4.9,2011-12-24 09:27:34 UTC,-73.995965,40.753914,-74.00715799999999,40.741477,1
98,4949,2014-07-13 02:30:52.0000002,15.0,2014-07-13 02:30:52 UTC,-73.94989,40.774505,-73.969013,40.753216,1
99,4999,2013-04-26 18:19:06.0000003,7.0,2013-04-26 18:19:06 UTC,-73.980853,40.776583,-73.96786,40.792093,1
100,5049,2014-10-18 16:52:43.0000004,5.5,2014-10-18 16:52:43 UTC,0.0,0.0,0.0,0.0,1
101,5099,2011-04-05 21:17:35.0000002,5.3,2011-04-05 21:17:35 UTC,-73.97376,40.763215,-73.95981,40.766041,1
102,5149,2015-01-08 22:11:38.0000008,20.5,2015-01-08 22:11:38 UTC,-73.87301635742188,40.77406692504883,-73.855224609375,40.72189712524415,1
103,5199,2010-04-05 19:34:16.0000004,10.9,2010-04-05 19:34:16 UTC,-73.976122,40.755276,-73.945396,40.778617,1
104,5249,2011-11-24 17:25:00.000000135,10.1,2011-11-24 17:25:00 UTC,0.0,0.0,0.0,0.0,5
105,5299,2015-02-28 11:46:59.0000006,9.0,2015-02-28 11:46:59 UTC,-73.9787368774414,40.75661849975585,-73.9608383178711,40.77916717529297,1
106,5349,2010-04-25 18:22:00.00000010,4.5,2010-04-25 18:22:00 UTC,-73.958342,40.76992,-73.959262,40.776313,4
107,5399,2014-10-30 18:30:00.000000245,7.5,2014-10-30 18:30:00 UTC,-73.9909,40.733907,-73.99866999999999,40.723182,1
108,5449,2009-12-06 09:58:49.0000003,12.5,2009-12-06 09:58:49 UTC,-73.94870999999999,40.78229,-73.991196,40.750114,1
109,5499,2013-09-16 22:59:09.0000001,52.0,2013-09-16 22:59:09 UTC,-73.79004300000001,40.646993,-73.984835,40.766848,1
110,5549,2014-08-31 22:19:00.00000039,6.5,2014-08-31 22:19:00 UTC,-73.993312,40.727592,-74.00474,40.715895,1
111,5599,2009-07-20 19:43:00.00000062,6.9,2009-07-20 19:43:00 UTC,-73.970052,40.797135,-73.982208,40.775588,1
112,5649,2010-06-18 20:25:07.0000002,14.5,2010-06-18 20:25:07 UTC,-74.004082,40.707517,-73.959872,40.762345,1
113,5699,2009-01-17 21:55:00.00000095,7.7,2009-01-17 21:55:00 UTC,-74.00489499999999,40.743307,-74.01077,40.717553,1
114,5749,2010-08-29 13:56:00.00000053,6.5,2010-08-29 13:56:00 UTC,-73.984747,40.748367,-74.003107,40.732965,1
115,5799,2010-01-15 13:24:00.000000120,8.5,2010-01-15 13:24:00 UTC,-73.971115,40.765222,-73.99103000000001,40.75216,5
116,5849,2014-03-18 17:07:00.000000157,34.33,2014-03-18 17:07:00 UTC,-73.99149,40.74992,-73.87122,40.77407,1
117,5899,2009-01-06 19:44:54.0000002,6.3,2009-01-06 19:44:54 UTC,-73.958639,40.781081,-73.943823,40.776699,1
118,5949,2013-05-20 22:48:30.0000001,4.5,2013-05-20 22:48:30 UTC,-73.988458,40.738096,-73.98571899999999,40.732709,1
119,5999,2015-03-14 13:35:54.0000006,6.0,2015-03-14 13:35:54 UTC,-73.9588394165039,40.81530380249024,-73.9666748046875,40.804443359375,4
120,6049,2011-02-23 14:15:25.0000001,9.7,2011-02-23 14:15:25 UTC,-73.963124,40.764949,-73.985863,40.771468,3
121,6099,2013-12-08 13:38:00.000000100,6.0,2013-12-08 13:38:00 UTC,-73.945813,40.778127000000005,-73.952485,40.786347,1
122,6149,2012-04-29 02:01:00.000000224,2.5,2012-04-29 02:01:00 UTC,-74.006862,40.729237,-74.006877,40.729412,5
123,6199,2011-03-30 20:56:14.0000002,6.9,2011-03-30 20:56:14 UTC,-73.971369,40.72775,-73.971369,40.72775,1
124,6249,2011-02-03 21:18:00.000000157,4.9,2011-02-03 21:18:00 UTC,-73.968742,40.767242,-73.956225,40.783785,5
125,6299,2013-08-25 13:34:40.0000001,12.5,2013-08-25 13:34:40 UTC,-73.969045,40.785946,-73.97563000000001,40.750835,1
126,6349,2012-06-27 17:49:00.000000158,9.7,2012-06-27 17:49:00 UTC,-73.99199,40.749983,-73.977998,40.754048,1
127,6399,2012-01-28 17:29:00.00000079,17.3,2012-01-28 17:29:00 UTC,-74.00532,40.712102,-73.964738,40.751862,1
128,6449,2011-02-22 11:14:47.0000004,4.1,2011-02-22 11:14:47 UTC,-73.95410799999999,40.784576,-73.961004,40.775271,1
129,6499,2012-12-14 10:48:00.0000006,9.5,2012-12-14 10:48:00 UTC,-73.994037,40.7512,-73.990155,40.759067,5
130,6549,2013-09-08 04:01:15.0000001,6.5,2013-09-08 04:01:15 UTC,-73.967973,40.755463,-73.98461800000001,40.732738,2
131,6599,2011-02-24 14:06:00.000000205,6.5,2011-02-24 14:06:00 UTC,-74.25115799999999,40.734363,-74.2515,40.735185,2
132,6649,2011-05-05 17:15:00.0000007,10.1,2011-05-05 17:15:00 UTC,-73.989085,40.741567,-73.96361999999999,40.774137,1
133,6699,2012-10-01 11:58:00.00000052,8.5,2012-10-01 11:58:00 UTC,-73.984437,40.74582,-73.992778,40.736912,1
134,6749,2010-05-15 14:29:07.0000002,4.5,2010-05-15 14:29:07 UTC,-73.976378,40.75017,-73.969436,40.761067,1
135,6799,2012-10-07 10:29:56.0000006,7.0,2012-10-07 10:29:56 UTC,-73.986901,40.736738,-74.005599,40.741122,1
136,6849,2014-06-18 04:04:50.0000001,14.0,2014-06-18 04:04:50 UTC,-73.995906,40.767223,-73.957411,40.8228,1
137,6899,2015-05-15 09:14:35.0000007,11.0,2015-05-15 09:14:35 UTC,-73.99337768554686,40.747352600097656,-73.97866821289062,40.75403594970703,1
138,6949,2014-06-22 10:06:00.0000004,6.5,2014-06-22 10:06:00 UTC,-73.981717,40.7366,-73.997455,40.733647,6
139,6999,2015-05-14 13:10:05.00000010,21.0,2015-05-14 13:10:05 UTC,-74.01563262939453,40.71094131469727,-73.99066162109375,40.7506103515625,1
140,7049,2009-07-31 20:33:16.0000001,8.1,2009-07-31 20:33:16 UTC,-73.981031,40.738016,-74.00328499999999,40.733077,2
141,7099,2009-05-27 18:42:29.0000003,5.3,2009-05-27 18:42:29 UTC,-73.972206,40.782165,-73.95548199999999,40.772819,2
142,7149,2014-07-20 19:53:14.0000002,28.0,2014-07-20 19:53:14 UTC,-73.975169,40.751877,-73.98010699999999,40.67466,1
143,7199,2012-03-30 21:01:00.00000026,11.3,2012-03-30 21:01:00 UTC,-73.967105,40.683547,-73.959073,40.716582,5
144,7249,2010-10-30 22:28:00.000000202,13.3,2010-10-30 22:28:00 UTC,-73.986078,40.734752,-73.956652,40.778082,2
145,7299,2011-06-30 07:05:27.0000005,5.7,2011-06-30 07:05:27 UTC,-73.979904,40.749063,-73.976804,40.739183,1
146,7349,2010-08-07 20:18:02.0000004,4.5,2010-08-07 20:18:02 UTC,-73.995098,40.734962,-73.98624699999999,40.73057,1
147,7399,2009-01-08 21:03:00.000000127,50.0,2009-01-08 21:03:00 UTC,-73.785505,40.648295000000005,-73.975627,40.781817,1
148,7449,2011-02-02 19:18:00.000000209,10.1,2011-02-02 19:18:00 UTC,-73.964973,40.772543,-73.98954,40.740567,1
149,7499,2012-09-30 02:50:12.0000003,15.5,2012-09-30 02:50:12 UTC,-73.98644399999999,40.722508000000005,-73.95734,40.681454,1
150,7549,2013-02-20 15:40:03.0000002,18.5,2013-02-20 15:40:03 UTC,-74.008723,40.730856,-73.971869,40.763373,1
151,7599,2014-05-13 21:47:11.0000003,13.0,2014-05-13 21:47:11 UTC,-73.979362,40.743818,-73.95003299999999,40.783917,1
152,7649,2012-06-20 20:45:00.000000218,29.7,2012-06-20 20:45:00 UTC,-73.8629,40.769407,-73.973393,40.67838,1
153,7699,2012-10-04 13:57:00.00000056,9.0,2012-10-04 13:57:00 UTC,-73.98123199999999,40.767507,-73.96285300000001,40.759123,3
154,7749,2015-01-25 13:18:21.0000004,6.0,2015-01-25 13:18:21 UTC,-73.95081329345702,40.785888671875,-73.95333862304686,40.771728515625,1
155,7799,2009-09-30 09:46:52.0000002,6.9,2009-09-30 09:46:52 UTC,-73.945453,40.77831,-73.96202199999999,40.763992,1
156,7849,2015-06-21 10:02:22.0000005,6.0,2015-06-21 10:02:22 UTC,-73.95066833496094,40.78600311279297,-73.96047973632812,40.76818466186523,1
157,7899,2012-12-16 19:56:49.0000005,8.0,2012-12-16 19:56:49 UTC,-73.99736899999999,40.721982,-74.01350699999999,40.705144,1
158,7949,2014-10-15 07:31:05.0000002,4.5,2014-10-15 07:31:05 UTC,-74.003507,40.748314,-74.002206,40.741278,1
159,7999,2015-05-03 17:20:58.0000001,6.0,2015-05-03 17:20:58 UTC,-73.98819732666014,40.755149841308594,-73.99411010742188,40.74092102050781,6
160,8049,2013-03-15 20:56:58.0000004,17.5,2013-03-15 20:56:58 UTC,-74.01017399999999,40.719997,-73.986396,40.67089,2
161,8099,2010-04-22 09:10:46.0000002,13.3,2010-04-22 09:10:46 UTC,-73.995593,40.72529,-73.983204,40.765357,1
162,8149,2011-01-11 20:07:06.0000003,12.5,2011-01-11 20:07:06 UTC,-74.004418,40.730954,-73.970912,40.688143,1
163,8199,2014-01-07 08:22:08.0000006,6.0,2014-01-07 08:22:08 UTC,-73.99117199999999,40.717459000000005,-73.980089,40.734986,1
164,8249,2015-02-05 08:38:04.0000001,8.5,2015-02-05 08:38:04 UTC,-73.96345520019531,40.7744369506836,-73.9798812866211,40.78386688232422,5
165,8299,2012-05-24 08:35:00.00000014,11.3,2012-05-24 08:35:00 UTC,-73.94840699999999,40.782397,-73.981275,40.766077,5
166,8349,2010-05-16 01:53:00.00000020,14.9,2010-05-16 01:53:00 UTC,-73.98788499999999,40.722768,-73.981592,40.661017,5
167,8399,2011-10-06 08:33:00.000000201,7.3,2011-10-06 08:33:00 UTC,-73.987487,40.671697,-73.97891,40.683377,1
168,8449,2014-05-23 08:53:10.0000005,11.5,2014-05-23 08:53:10 UTC,-73.984096,40.731948,-74.00353199999999,40.708131,1
169,8499,2015-03-14 01:13:31.0000003,10.0,2015-03-14 01:13:31 UTC,-73.99044036865234,40.74608612060547,-73.97785186767578,40.72932052612305,2
170,8549,2010-12-09 13:37:38.0000003,10.1,2010-12-09 13:37:38 UTC,-73.997264,40.721415,-73.963274,40.714364,1
171,8599,2014-04-10 08:32:42.0000002,6.5,2014-04-10 08:32:42 UTC,-73.978942,40.750278,-73.97895799999999,40.762413,1
172,8649,2011-08-04 10:41:00.000000131,6.1,2011-08-04 10:41:00 UTC,-73.971632,40.794617,-73.98559200000001,40.778872,1
173,8699,2013-06-07 17:54:35.0000004,9.5,2013-06-07 17:54:35 UTC,-73.960672,40.769565,-73.936773,40.795698,1
174,8749,2012-06-27 17:50:00.00000074,9.3,2012-06-27 17:50:00 UTC,-73.79013,40.644057,-73.992017,40.748532,5
175,8799,2015-06-12 20:57:22.0000004,11.0,2015-06-12 20:57:22 UTC,-73.99225616455078,40.75004196166992,-73.9791488647461,40.75271606445313,1
176,8849,2010-02-14 18:36:00.000000177,16.9,2010-02-14 18:36:00 UTC,-73.986173,40.755907,-74.002023,40.708165,3
177,8899,2014-05-09 17:57:44.0000005,57.0,2014-05-09 17:57:44 UTC,-73.781929,40.644567,-74.00840600000001,40.610231,1
178,8949,2015-05-15 21:19:15.0000005,12.0,2015-05-15 21:19:15 UTC,-73.97501373291014,40.75452423095703,-73.9899673461914,40.72334289550781,1
179,8999,2012-11-04 17:50:06.0000003,13.5,2012-11-04 17:50:06 UTC,-74.003037,40.72323,-73.986034,40.755793,4
180,9049,2009-08-17 20:04:00.000000212,8.5,2009-08-17 20:04:00 UTC,-74.001345,40.73583,-73.974518,40.749198,1
181,9099,2012-12-11 23:15:33.0000003,14.5,2012-12-11 23:15:33 UTC,-73.98688299999999,40.729117,-74.00965500000001,40.704807,1
182,9149,2011-12-30 18:33:00.00000054,6.9,2011-12-30 18:33:00 UTC,0.0,0.0,0.0,0.0,1
183,9199,2013-07-07 23:00:00.000000117,17.0,2013-07-07 23:00:00 UTC,-73.988635,40.756165,-74.015165,40.715582,2
184,9249,2009-10-01 19:36:00.000000281,5.3,2009-10-01 19:36:00 UTC,-74.003075,40.73338,-74.002042,40.719473,4
185,9299,2015-02-17 03:36:45.0000002,19.5,2015-02-17 03:36:45 UTC,-73.9919204711914,40.68462753295898,-73.91199493408203,40.69945907592773,1
186,9349,2015-05-14 20:36:05.0000004,12.5,2015-05-14 20:36:05 UTC,-73.99124908447266,40.74208831787109,-73.9935073852539,40.7216911315918,1
187,9399,2013-11-24 05:14:34.0000001,11.5,2013-11-24 05:14:34 UTC,-73.988948,40.72901,-73.956626,40.769147,2
188,9449,2010-05-06 23:27:00.00000048,3.7,2010-05-06 23:27:00 UTC,-73.979815,40.781127000000005,-73.980548,40.77497,1
189,9499,2013-02-06 08:29:32.0000005,10.0,2013-02-06 08:29:32 UTC,-73.97627299999999,40.751684,-73.999804,40.752302,1
190,9549,2011-09-18 03:49:00.000000106,3.7,2011-09-18 03:49:00 UTC,-73.97454,40.761887,-73.980468,40.764828,1
191,9599,2011-11-26 03:34:49.0000002,14.5,2011-11-26 03:34:49 UTC,-74.001948,40.732623,-73.95031,40.68696,1
192,9649,2012-12-02 23:09:34.0000001,11.0,2012-12-02 23:09:34 UTC,-73.98173299999999,40.658695,-73.967543,40.677458,1
193,9699,2012-08-16 04:01:00.0000007,6.1,2012-08-16 04:01:00 UTC,-73.995548,40.744207,-73.97979000000001,40.746557,1
194,9749,2014-10-28 22:03:20.0000004,7.0,2014-10-28 22:03:20 UTC,-73.975697,40.751733,-73.984662,40.758888,1
195,9799,2015-03-20 08:38:30.0000001,7.0,2015-03-20 08:38:30 UTC,-73.97442626953125,40.73680877685547,-73.96967315673827,40.752944946289055,1
196,9849,2014-09-02 10:24:30.0000002,7.0,2014-09-02 10:24:30 UTC,-73.991426,40.750216,-73.980762,40.750786,1
197,9899,2009-03-13 08:50:03.0000003,10.1,2009-03-13 08:50:03 UTC,-73.994919,40.760512,-73.975713,40.792867,2
198,9949,2012-11-25 00:32:00.00000086,14.5,2012-11-25 00:32:00 UTC,-73.991342,40.750282,-74.01021,40.70873,1
